Friday_of_Week,NFCI
10/5/07,0.014669115
10/12/07,-0.025843451
10/19/07,-0.032652553
10/26/07,-0.001828099
11/2/07,0.065222017
11/9/07,0.163509148
11/16/07,0.27468004
11/23/07,0.387509418
11/30/07,0.481149278
12/7/07,0.54421803
12/14/07,0.570686277
12/21/07,0.559979222
12/28/07,0.520180727
1/4/08,0.472472247
1/11/08,0.427957412
1/18/08,0.404804901
1/25/08,0.412849889
2/1/08,0.443095617
2/8/08,0.504911075
2/15/08,0.589908476
2/22/08,0.689182463
2/29/08,0.789330773
3/7/08,0.880716898
3/14/08,0.94140191
3/21/08,0.965021236
3/28/08,0.943390593
4/4/08,0.889265798
4/11/08,0.814498355
4/18/08,0.731452622
4/25/08,0.645526838
5/2/08,0.570303828
5/9/08,0.515777637
5/16/08,0.483358133
5/23/08,0.478571714
5/30/08,0.500030764
6/6/08,0.546071694
6/13/08,0.600466213
6/20/08,0.657500823
6/27/08,0.710227583
7/4/08,0.743001259
7/11/08,0.752255176
7/18/08,0.74257136
7/25/08,0.7142133
8/1/08,0.683332965
8/8/08,0.667344128
8/15/08,0.674460443
8/22/08,0.729561656
8/29/08,0.836663521
9/5/08,1.003315592
9/12/08,1.223777688
9/19/08,1.507509726
9/26/08,1.788948353
10/3/08,2.069443758
10/10/08,2.320347569
10/17/08,2.514338439
10/24/08,2.65403262
10/31/08,2.772855572
11/7/08,2.863885261
11/14/08,2.94390216
11/21/08,3.021132701
11/28/08,3.048731464
12/5/08,3.042601512
12/12/08,2.978099662
12/19/08,2.853456781
12/26/08,2.693719114
1/2/09,2.541114527
1/9/09,2.389393821
1/16/09,2.266840326
1/23/09,2.177911173
1/30/09,2.119232893
2/6/09,2.089877378
2/13/09,2.091514589
2/20/09,2.10948225
2/27/09,2.127064891
3/6/09,2.132351741
3/13/09,2.095592026
3/20/09,2.023334955
3/27/09,1.91813258
4/3/09,1.793616353
4/10/09,1.65357952
4/17/09,1.512008528
4/24/09,1.373216986
5/1/09,1.238239316
5/8/09,1.11422668
5/15/09,1.012701237
5/22/09,0.928469125
5/29/09,0.869148372
6/5/09,0.822076702
6/12/09,0.786602921
6/19/09,0.756758835
6/26/09,0.720134492
7/3/09,0.674758581
7/10/09,0.619554344
7/17/09,0.552623064
7/24/09,0.480811046
7/31/09,0.411965884
8/7/09,0.352126786
8/14/09,0.303403119
8/21/09,0.26305586
8/28/09,0.226540389
9/4/09,0.194310498
9/11/09,0.161006848
9/18/09,0.127876406
9/25/09,0.098766942
10/2/09,0.076576413
10/9/09,0.055917052
10/16/09,0.039105899
10/23/09,0.026079291
10/30/09,0.018371282
11/6/09,0.009520984
11/13/09,-0.002369989
11/20/09,-0.016470945
11/27/09,-0.035287615
12/4/09,-0.060283733
12/11/09,-0.091685399
12/18/09,-0.124823393
12/25/09,-0.156086508
1/1/10,-0.181469928
1/8/10,-0.201802596
1/15/10,-0.211024802
1/22/10,-0.209193638
1/29/10,-0.204389209
2/5/10,-0.200108611
2/12/10,-0.202984878
2/19/10,-0.220011515
2/26/10,-0.248884439
3/5/10,-0.288969638
3/12/10,-0.335466042
3/19/10,-0.381357603
3/26/10,-0.4222993
4/2/10,-0.450792863
4/9/10,-0.462589418
4/16/10,-0.45130479
4/23/10,-0.415455574
4/30/10,-0.355894907
5/7/10,-0.27830569
5/14/10,-0.201277401
5/21/10,-0.127641896
5/28/10,-0.072882279
6/4/10,-0.041915176
6/11/10,-0.033091843
6/18/10,-0.048040472
6/25/10,-0.075710465
7/2/10,-0.11041182
7/9/10,-0.15239571
7/16/10,-0.193004835
7/23/10,-0.226454492
7/30/10,-0.251070957
8/6/10,-0.265371313
8/13/10,-0.270107289
8/20/10,-0.271288639
8/27/10,-0.273313847
9/3/10,-0.280582198
9/10/10,-0.295432635
9/17/10,-0.314809951
9/24/10,-0.336832937
10/1/10,-0.360985129
10/8/10,-0.38486009
10/15/10,-0.406722714
10/22/10,-0.424349318
10/29/10,-0.438170574
11/5/10,-0.447355854
11/12/10,-0.450690094
11/19/10,-0.452769502
11/26/10,-0.455226606
12/3/10,-0.461160815
12/10/10,-0.473106651
12/17/10,-0.48857263
12/24/10,-0.508104453
12/31/10,-0.529325232
1/7/11,-0.550981191
1/14/11,-0.571253709
1/21/11,-0.588641398
1/28/11,-0.600670935
2/4/11,-0.605611846
2/11/11,-0.603883994
2/18/11,-0.594275258
2/25/11,-0.57901064
3/4/11,-0.565098856
3/11/11,-0.55431679
3/18/11,-0.548656814
3/25/11,-0.553553725
4/1/11,-0.564322553
4/8/11,-0.578705052
4/15/11,-0.592128119
4/22/11,-0.601627266
4/29/11,-0.605261292
5/6/11,-0.60193292
5/13/11,-0.592379479
5/20/11,-0.579813299
5/27/11,-0.565794908
6/3/11,-0.552238827
6/10/11,-0.539758219
6/17/11,-0.530858419
6/24/11,-0.523820947
7/1/11,-0.516973973
7/8/11,-0.5050264
7/15/11,-0.482558673
7/22/11,-0.448025308
7/29/11,-0.398535133
8/5/11,-0.333861587
8/12/11,-0.261453263
8/19/11,-0.197464419
8/26/11,-0.138674385
9/2/11,-0.095900205
9/9/11,-0.063952301
9/16/11,-0.046048537
9/23/11,-0.037062724
9/30/11,-0.039430277
10/7/11,-0.051392999
10/14/11,-0.073314145
10/21/11,-0.091825045
10/28/11,-0.106169719
11/4/11,-0.107658859
11/11/11,-0.100092149
11/18/11,-0.087237918
11/25/11,-0.07406484
12/2/11,-0.072366706
12/9/11,-0.078634699
12/16/11,-0.092551918
12/23/11,-0.117134528
12/30/11,-0.151467258
1/6/12,-0.193108382
1/13/12,-0.239778687
1/20/12,-0.286260287
1/27/12,-0.328327253
2/3/12,-0.361179746
2/10/12,-0.385052304
2/17/12,-0.400543113
2/24/12,-0.412459808
3/2/12,-0.423365248
3/9/12,-0.431544303
3/16/12,-0.439075917
3/23/12,-0.442730908
3/30/12,-0.440533304
4/6/12,-0.432765072
4/13/12,-0.419828954
4/20/12,-0.404041837
4/27/12,-0.382887122
5/4/12,-0.356607558
5/11/12,-0.324726922
5/18/12,-0.290936683
5/25/12,-0.263911165
6/1/12,-0.244647364
6/8/12,-0.237248557
6/15/12,-0.242837335
6/22/12,-0.258405734
6/29/12,-0.277906035
7/6/12,-0.301043287
7/13/12,-0.324765587
7/20/12,-0.348624212
7/27/12,-0.370004191
8/3/12,-0.391459085
8/10/12,-0.410694261
8/17/12,-0.428976808
8/24/12,-0.447183455
8/31/12,-0.464710464
9/7/12,-0.483344122
9/14/12,-0.502784095
9/21/12,-0.519149969
9/28/12,-0.532289167
10/5/12,-0.543289633
10/12/12,-0.55012278
10/19/12,-0.554058482
10/26/12,-0.553619714
11/2/12,-0.552124661
11/9/12,-0.550108346
11/16/12,-0.549505768
11/23/12,-0.553298031
11/30/12,-0.559103755
12/7/12,-0.567799574
12/14/12,-0.579440246
12/21/12,-0.592064239
12/28/12,-0.604297133
1/4/13,-0.619001422
1/11/13,-0.631814728
1/18/13,-0.641404643
1/25/13,-0.648157543
2/1/13,-0.651638756
2/8/13,-0.652840753
2/15/13,-0.654160756
2/22/13,-0.65513453
3/1/13,-0.655607641
3/8/13,-0.657960881
3/15/13,-0.660946574
3/22/13,-0.664045807
3/29/13,-0.668863541
4/5/13,-0.676250417
4/12/13,-0.686913494
4/19/13,-0.697872983
4/26/13,-0.710342506
5/3/13,-0.720315851
5/10/13,-0.725374837
5/17/13,-0.723073929
5/24/13,-0.713357155
5/31/13,-0.696923636
6/7/13,-0.677110084
6/14/13,-0.657948819
6/21/13,-0.642199008
6/28/13,-0.634762999
7/5/13,-0.635044787
7/12/13,-0.642554586
7/19/13,-0.654790736
7/26/13,-0.666515713
8/2/13,-0.674633351
8/9/13,-0.678356718
8/16/13,-0.677358309
8/23/13,-0.67324472
8/30/13,-0.669252511
9/6/13,-0.667614079
9/13/13,-0.669736123
9/20/13,-0.674791778
9/27/13,-0.682501535
10/4/13,-0.692422948
10/11/13,-0.704892562
10/18/13,-0.718989486
10/25/13,-0.73288831
11/1/13,-0.744831456
11/8/13,-0.755392581
11/15/13,-0.764210746
11/22/13,-0.77084779
11/29/13,-0.776114946
12/6/13,-0.779877892
12/13/13,-0.783001992
12/20/13,-0.784958567
12/27/13,-0.785897452
1/3/14,-0.783538017
1/10/14,-0.780686549
1/17/14,-0.776343137
1/24/14,-0.771856278
1/31/14,-0.768995648
2/7/14,-0.769418476
2/14/14,-0.773127149
2/21/14,-0.777421287
2/28/14,-0.781632361
3/7/14,-0.784627567
3/14/14,-0.78509734
3/21/14,-0.78421129
3/28/14,-0.781451614
4/4/14,-0.779573183
4/11/14,-0.777012754
4/18/14,-0.775117498
4/25/14,-0.774454274
5/2/14,-0.775733212
5/9/14,-0.778699418
5/16/14,-0.782984154
5/23/14,-0.789315904
5/30/14,-0.795285405
6/6/14,-0.798799867
6/13/14,-0.79912975
6/20/14,-0.795880473
6/27/14,-0.788975024
7/4/14,-0.77902784
7/11/14,-0.767495917
7/18/14,-0.755314356
7/25/14,-0.744633949
8/1/14,-0.736016104
8/8/14,-0.730973478
8/15/14,-0.730412466
8/22/14,-0.730118278
8/29/14,-0.727637103
9/5/14,-0.721648354
9/12/14,-0.710729886
9/19/14,-0.695300659
9/26/14,-0.677588679
10/3/14,-0.660970349
10/10/14,-0.648890783
10/17/14,-0.640751269
10/24/14,-0.64202573
10/31/14,-0.647244121
11/7/14,-0.654484714
11/14/14,-0.659523969
11/21/14,-0.658756568
11/28/14,-0.651975362
12/5/14,-0.638574909
12/12/14,-0.618132975
12/19/14,-0.594660183
12/26/14,-0.57237585
1/2/15,-0.549694068
1/9/15,-0.531340134
1/16/15,-0.516920676
1/23/15,-0.509000374
1/30/15,-0.506404592
2/6/15,-0.509012748
2/13/15,-0.515111238
2/20/15,-0.523486258
2/27/15,-0.532279688
3/6/15,-0.538855359
3/13/15,-0.543884977
3/20/15,-0.548300661
3/27/15,-0.55116784
4/3/15,-0.553684638
4/10/15,-0.556354019
4/17/15,-0.557915142
4/24/15,-0.559780046
5/1/15,-0.560189792
5/8/15,-0.55927432
5/15/15,-0.558781036
5/22/15,-0.558459145
5/29/15,-0.557395278
6/5/15,-0.555944124
6/12/15,-0.5541576
6/19/15,-0.550962736
6/26/15,-0.548145056
7/3/15,-0.542693797
7/10/15,-0.537428818
7/17/15,-0.531658616
7/24/15,-0.52100352
7/31/15,-0.504791692
8/7/15,-0.484018257
8/14/15,-0.460274149
8/21/15,-0.435554557
8/28/15,-0.413401064
9/4/15,-0.399030471
9/11/15,-0.39260427
9/18/15,-0.392637904
9/25/15,-0.398735743
10/2/15,-0.409369678
10/9/15,-0.42687255
10/16/15,-0.44302932
10/23/15,-0.45746567
10/30/15,-0.4677093
11/6/15,-0.471631122
11/13/15,-0.467472226
11/20/15,-0.457098376
11/27/15,-0.441842153
12/4/15,-0.421767515
12/11/15,-0.397634423
12/18/15,-0.373810714
12/25/15,-0.351415088
1/1/16,-0.331354428
1/8/16,-0.313148842
1/15/16,-0.29685269
1/22/16,-0.284349445
1/29/16,-0.276155623
2/5/16,-0.271691618
2/12/16,-0.272094728
2/19/16,-0.282777822
2/26/16,-0.299018948
3/4/16,-0.318998486
3/11/16,-0.339094485
3/18/16,-0.357335656
3/25/16,-0.370152054
4/1/16,-0.37928876
4/8/16,-0.384192967
4/15/16,-0.387491189
4/22/16,-0.389236774
4/29/16,-0.388515244
5/6/16,-0.386000883
5/13/16,-0.383423488
5/20/16,-0.379957647
5/27/16,-0.37542215
6/3/16,-0.369472534
6/10/16,-0.363134703
6/17/16,-0.35597984
6/24/16,-0.352034962
7/1/16,-0.350256673
7/8/16,-0.353028078
7/15/16,-0.358926466
7/22/16,-0.36460117
7/29/16,-0.369917305
8/5/16,-0.37284619
8/12/16,-0.373556349
8/19/16,-0.37131373
8/26/16,-0.366016744
9/2/16,-0.35857309
9/9/16,-0.352170648
9/16/16,-0.34726405
9/23/16,-0.345631707
9/30/16,-0.348491383
10/7/16,-0.355496655
10/14/16,-0.364474751
10/21/16,-0.375568433
10/28/16,-0.388418817
11/4/16,-0.400369599
11/11/16,-0.414303394
11/18/16,-0.427077825
11/25/16,-0.43838609
12/2/16,-0.448326226
12/9/16,-0.457234879
12/16/16,-0.464186625
12/23/16,-0.470020459
12/30/16,-0.476386509
1/6/17,-0.482060332
1/13/17,-0.487762424
1/20/17,-0.492502991
1/27/17,-0.496094355
2/3/17,-0.498396736
2/10/17,-0.49962354
2/17/17,-0.498993767
2/24/17,-0.496827757
3/3/17,-0.494861708
3/10/17,-0.492228355
3/17/17,-0.489796947
3/24/17,-0.488206627
3/31/17,-0.489486439
4/7/17,-0.49271695
4/14/17,-0.498326379
4/21/17,-0.505974777
4/28/17,-0.515999237
5/5/17,-0.526003509
5/12/17,-0.535860611
5/19/17,-0.544582674
5/26/17,-0.553511912
6/2/17,-0.560572503
6/9/17,-0.566208783
6/16/17,-0.57044416
6/23/17,-0.573307589
6/30/17,-0.576422116
7/7/17,-0.579391595
7/14/17,-0.582577908
7/21/17,-0.584753606
7/28/17,-0.584337635
8/4/17,-0.581170829
8/11/17,-0.575795768
8/18/17,-0.570252695
8/25/17,-0.566122677
9/1/17,-0.563920885
9/8/17,-0.563565595
9/15/17,-0.566477364
9/22/17,-0.570916897
9/29/17,-0.576440857
10/6/17,-0.583350983
10/13/17,-0.590450085
10/20/17,-0.597261107
10/27/17,-0.602567601
11/3/17,-0.606659811
11/10/17,-0.608663928
11/17/17,-0.609626498
11/24/17,-0.610427172
12/1/17,-0.611424787
12/8/17,-0.612632262
12/15/17,-0.61529025
12/22/17,-0.619068742
12/29/17,-0.622683151
1/5/18,-0.626276271
1/12/18,-0.626142119
1/19/18,-0.621480799
1/26/18,-0.612286849
2/2/18,-0.598227908
2/9/18,-0.580261963
2/16/18,-0.564387063
2/23/18,-0.549450473
3/2/18,-0.53511917
3/9/18,-0.522043957
3/16/18,-0.511598821
3/23/18,-0.504113445
3/30/18,-0.502505972
4/6/18,-0.50616315
4/13/18,-0.516267796
4/20/18,-0.530575877
4/27/18,-0.544084059
5/4/18,-0.556005627
5/11/18,-0.565063279
5/18/18,-0.569783576
5/25/18,-0.56926128
6/1/18,-0.56422665
6/8/18,-0.558312187
6/15/18,-0.551368785
6/22/18,-0.545453587
6/29/18,-0.542230867
7/6/18,-0.54344768
7/13/18,-0.548924434
7/20/18,-0.556975381
7/27/18,-0.566139551
8/3/18,-0.575287048
8/10/18,-0.584314376
8/17/18,-0.591217503
8/24/18,-0.596905041
8/31/18,-0.600858285
9/7/18,-0.602950408
9/14/18,-0.60318335
9/21/18,-0.600431735
9/28/18,-0.595851577
10/5/18,-0.588854861
10/12/18,-0.578551841
10/19/18,-0.567021324
10/26/18,-0.553204495
11/2/18,-0.537682424
11/9/18,-0.521375906
11/16/18,-0.501678933
11/23/18,-0.480185326
11/30/18,-0.459697463
12/7/18,-0.440344829
12/14/18,-0.426759908
12/21/18,-0.420617534
12/28/18,-0.423983649
1/4/19,-0.437019735
1/11/19,-0.457083751
1/18/19,-0.48071463
1/25/19,-0.505128567
2/1/19,-0.529000677
2/8/19,-0.549461993
2/15/19,-0.566647077
2/22/19,-0.579885284
3/1/19,-0.588766528
3/8/19,-0.593945722
3/15/19,-0.597857373
3/22/19,-0.601794562
3/29/19,-0.604657975
4/5/19,-0.608892076
4/12/19,-0.612275669
4/19/19,-0.614283426
4/26/19,-0.613228993
5/3/19,-0.609632475
5/10/19,-0.602569995
5/17/19,-0.594079884
5/24/19,-0.585803144
5/31/19,-0.577653907
6/7/19,-0.572235098
6/14/19,-0.570076927
6/21/19,-0.569979753
6/28/19,-0.572370113
7/5/19,-0.576451904
7/12/19,-0.578504819
7/19/19,-0.578393855
7/26/19,-0.575108223
8/2/19,-0.567326986
8/9/19,-0.556444225
8/16/19,-0.544850864
8/23/19,-0.534621568
8/30/19,-0.525207689
9/6/19,-0.518293533
9/13/19,-0.51277757
9/20/19,-0.508603669
9/27/19,-0.508435734
10/4/19,-0.511856576
10/11/19,-0.520113761
10/18/19,-0.53248969
10/25/19,-0.546400801
11/1/19,-0.558625599
11/8/19,-0.568450914
11/15/19,-0.573799233
11/22/19,-0.573957979
11/29/19,-0.569041937
12/6/19,-0.560054283
12/13/19,-0.552448608
12/20/19,-0.548347238
12/27/19,-0.552956744
1/3/20,-0.566030458
1/10/20,-0.585910497
1/17/20,-0.60732268
1/24/20,-0.620867307
1/31/20,-0.619121525
2/7/20,-0.593926724
2/14/20,-0.534509616
2/21/20,-0.433994457
2/28/20,-0.293683102
3/6/20,-0.130034442
3/13/20,0.039100655
3/20/20,0.186969535
3/27/20,0.280738487
4/3/20,0.319046334
4/10/20,0.304675471
4/17/20,0.247779994
4/24/20,0.168123939
5/1/20,0.069566126
5/8/20,-0.030969975
5/15/20,-0.122197953
5/22/20,-0.202759977
5/29/20,-0.266898441
6/5/20,-0.313715752
6/12/20,-0.343521754
6/19/20,-0.365965351
6/26/20,-0.384069237
7/3/20,-0.40122065
7/10/20,-0.420002492
7/17/20,-0.439122747
7/24/20,-0.458497506
7/31/20,-0.476349544
8/7/20,-0.49025695
8/14/20,-0.500690211
8/21/20,-0.506943233
8/28/20,-0.508944685
9/4/20,-0.506626367
9/11/20,-0.502032456
9/18/20,-0.498025393
9/25/20,-0.492150136
10/2/20,-0.488843914
10/9/20,-0.488864707
10/16/20,-0.491244938
10/23/20,-0.497070434
10/30/20,-0.505547124
11/6/20,-0.519219962
11/13/20,-0.536125545
11/20/20,-0.552510014
11/27/20,-0.567273049
12/4/20,-0.580283936
12/11/20,-0.590559522
12/18/20,-0.597951868
12/25/20,-0.604152961
1/1/21,-0.609434973
1/8/21,-0.613952216
1/15/21,-0.616632419
1/22/21,-0.618600364
1/29/21,-0.618897001
2/5/21,-0.621061199
2/12/21,-0.622750772
2/19/21,-0.624533002
2/26/21,-0.626590001
3/5/21,-0.630774089
3/12/21,-0.635831621
3/19/21,-0.641305196
3/26/21,-0.647941169
4/2/21,-0.654953104
4/9/21,-0.663249298
4/16/21,-0.67013175
4/23/21,-0.676416923
4/30/21,-0.681707394
5/7/21,-0.686563149
5/14/21,-0.688605266
5/21/21,-0.691040652
5/28/21,-0.693177407
6/4/21,-0.694088096
6/11/21,-0.6933105
6/18/21,-0.690199039
6/25/21,-0.686118228
7/2/21,-0.680489331
7/9/21,-0.673706949
7/16/21,-0.666899357
7/23/21,-0.660307441
7/30/21,-0.654942898
8/6/21,-0.650267156
8/13/21,-0.647530398
8/20/21,-0.645863428
8/27/21,-0.646577635
9/3/21,-0.647754615
9/10/21,-0.649608546
9/17/21,-0.651786707
9/24/21,-0.653014465
10/1/21,-0.653316688
10/8/21,-0.651602129
10/15/21,-0.64605243
10/22/21,-0.63623983
10/29/21,-0.621787872
11/5/21,-0.604034813
11/12/21,-0.584613495
11/19/21,-0.566396402
11/26/21,-0.550190786
12/3/21,-0.538928841
12/10/21,-0.536731365
12/17/21,-0.539342968
12/24/21,-0.546400805
12/31/21,-0.555001913
1/7/22,-0.560883016
1/14/22,-0.560968559
1/21/22,-0.554329713
1/28/22,-0.540194522
2/4/22,-0.521171254
2/11/22,-0.495640879
2/18/22,-0.465878896
2/25/22,-0.436156597
3/4/22,-0.408910041
3/11/22,-0.387838229
3/18/22,-0.375982493
3/25/22,-0.370462293
4/1/22,-0.368424643
4/8/22,-0.366158578
4/15/22,-0.359397689
4/22/22,-0.349002818
4/29/22,-0.333868248
5/6/22,-0.316203334
5/13/22,-0.297380796
5/20/22,-0.278502792
5/27/22,-0.257344592
6/3/22,-0.234318229
6/10/22,-0.209784136
6/17/22,-0.185776245
6/24/22,-0.169798578
7/1/22,-0.16343865
7/8/22,-0.166758079
7/15/22,-0.180216417
7/22/22,-0.199408179
7/29/22,-0.217685632
8/5/22,-0.230984143
8/12/22,-0.238515794
8/19/22,-0.236230453
8/26/22,-0.22370457
9/2/22,-0.202757993
9/9/22,-0.176859227
9/16/22,-0.149014899
9/23/22,-0.123752499
9/30/22,-0.104944944
10/7/22,-0.097943558
10/14/22,-0.100077337
10/21/22,-0.11086217
10/28/22,-0.126343008
11/4/22,-0.144464812
11/11/22,-0.161712068
11/18/22,-0.174588103
11/25/22,-0.182393078
12/2/22,-0.186956921
12/9/22,-0.18983551
12/16/22,-0.196121143
12/23/22,-0.206058996
12/30/22,-0.223328675
1/6/23,-0.246017505
1/13/23,-0.27053376
1/20/23,-0.291498708
1/27/23,-0.308297578
2/3/23,-0.315693791
2/10/23,-0.311880585
2/17/23,-0.297372668
2/24/23,-0.271940874
3/3/23,-0.240920495
3/10/23,-0.208326459
3/17/23,-0.176753488
3/24/23,-0.158113668
3/31/23,-0.154449734
4/7/23,-0.157916263
4/14/23,-0.169352736
4/21/23,-0.182931764
4/28/23,-0.193611923
5/5/23,-0.20179891
5/12/23,-0.208256156
5/19/23,-0.212207743
5/26/23,-0.214176861
6/2/23,-0.215996952
6/9/23,-0.217087333
6/16/23,-0.219156333
6/23/23,-0.223248084
6/30/23,-0.229349943
7/7/23,-0.238075216
7/14/23,-0.250926923
7/21/23,-0.265794223
7/28/23,-0.281615365
8/4/23,-0.298883757
8/11/23,-0.314630167
8/18/23,-0.3270322
8/25/23,-0.335781554
9/1/23,-0.341353284
9/8/23,-0.341132184
9/15/23,-0.336368481
9/22/23,-0.327342258
9/29/23,-0.31500509
10/6/23,-0.303705761
10/13/23,-0.294081795
10/20/23,-0.288128584
10/27/23,-0.287287082
11/3/23,-0.292185604
11/10/23,-0.300910708
11/17/23,-0.311580568
11/24/23,-0.322895471
12/1/23,-0.333389184
12/8/23,-0.342292949
12/15/23,-0.351353932
12/22/23,-0.360622967
12/29/23,-0.369164745
1/5/24,-0.377877574
1/12/24,-0.386034238
1/19/24,-0.393191874
1/26/24,-0.399311387
2/2/24,-0.406071046
2/9/24,-0.412733771
2/16/24,-0.420446844
2/23/24,-0.428446387
3/1/24,-0.434789914
3/8/24,-0.438579802
3/15/24,-0.440358319
3/22/24,-0.438988248
3/29/24,-0.435077581
4/5/24,-0.430401082
4/12/24,-0.425180535
4/19/24,-0.420628539
4/26/24,-0.418992904
5/3/24,-0.419275791
5/10/24,-0.420335635
5/17/24,-0.420932945
5/24/24,-0.420443262
5/31/24,-0.416966215
6/7/24,-0.411263402
6/14/24,-0.404075436
6/21/24,-0.396446409
6/28/24,-0.389976176
7/5/24,-0.384898596
7/12/24,-0.379566987
7/19/24,-0.374658832
7/26/24,-0.370865422
8/2/24,-0.368698451
8/9/24,-0.369570831
8/16/24,-0.3776192
8/23/24,-0.387748554
8/30/24,-0.39915935
9/6/24,-0.410346226
9/13/24,-0.420125557
9/20/24,-0.427982548
9/27/24,-0.434034757
10/4/24,-0.437958768
10/11/24,-0.44087983
10/18/24,-0.445124048
10/25/24,-0.449541917
11/1/24,-0.45555319
11/8/24,-0.463622146
11/15/24,-0.471257182
11/22/24,-0.476470486
11/29/24,-0.4800512
12/6/24,-0.482515348
12/13/24,-0.484188492
12/20/24,-0.485455651
12/27/24,-0.489671255
1/3/25,-0.494616009
1/10/25,-0.500879488
1/17/25,-0.506178844
1/24/25,-0.511094158
1/31/25,-0.513860993
2/7/25,-0.512542713
2/14/25,-0.507749327
2/21/25,-0.498041669
2/28/25,-0.484477251
3/7/25,-0.467717433
3/14/25,-0.449343177
3/21/25,-0.431407464
3/28/25,-0.414536064
4/4/25,-0.399402992
4/11/25,-0.388449423
4/18/25,-0.388790024
4/25/25,-0.395294197
5/2/25,-0.408653177
5/9/25,-0.425951528
5/16/25,-0.443412771
5/23/25,-0.457928563
5/30/25,-0.46957182
6/6/25,-0.47843778
6/13/25,-0.485623485
6/20/25,-0.49184211
6/27/25,-0.498403247
7/4/25,-0.505259321
7/11/25,-0.511775191
7/18/25,-0.516991242
7/25/25,-0.521494482
8/1/25,-0.524654802
8/8/25,-0.526787313
8/15/25,-0.529526846
8/22/25,-0.530628514
8/29/25,-0.531282848
9/5/25,-0.530949434
9/12/25,-0.530767634
9/19/25,-0.529390007
9/26/25,-0.528443173
10/3/25,-0.527941189
10/10/25,-0.527588668
10/17/25,-0.526994126
10/24/25,-0.528101786
10/31/25,-0.529550628
11/7/25,-0.531460041
11/14/25,-0.533043942
11/21/25,-0.534144728